Brand,video-title,account,date,Views,Likes,ER,duration,sentiment-title,video-promoted
Klairs,Toner hỗ trợ dưỡng sáng da 🤍 #klairsvietnam #klairs #toner #tiktoklive #livehighlights,@klairsvietnam,13-Nov,2800,5,0.20%,0:01:04,Positive,Promoted
Klairs,"Cân bằng độ pH trên da, cấp ẩm và làm dịu cho làn da của bạn 💜#klairs #klairsvietnam #toner #tiktoklive #livehighlights...",@klairsvietnam,10-Nov,1900,3,0.20%,0:00:30,Positive,Promoted
Klairs,Bà nào tìm prep skin trước khi make để nền hong cakey thì mời thử em này nha #livehighlights #tiktoklive #klairsvietnam ...,@sammishop_official,5-Nov,1300,3,0.20%,0:00:58,Neutral,Promoted
Klairs,Toner cấp ẩm quốc dân 💜 #klairsvietnam #toner #klairs #tiktoklive #livehighlights,@klairsvietnam,16-Nov,987,2,0.20%,0:01:22,Positive,Promoted
Klairs,Toner sáng da thuần chay 🤩#klairsvietnam #klairs #toner #tiktoklive #livehighlights,@klairsvietnam,16-Nov,927,2,0.20%,0:01:15,Positive,Promoted
Klairs,Cả nhà khen và chốt em nó liền điii #klairs #klairsvietnam #richmoistserum,@klairsvietnam,18-Nov,409,1,0.20%,0:00:53,Positive,Promoted
Klairs,Thêm 1 bước thôi mà cũng có sự khác biệt á nhaa #klairsvietnam #klairs #VitaminCChoDaNhayCam #5%VitaminCTinhKhiet #3Brot...,@chillwthnhi,31-Oct,21100,58,0.30%,0:00:54,Neutral,Promoted
Klairs,Lựa kem dưỡng cho mùa này thui các bà ơi #klairs #klairsvietnam #kemduongam,@klairsvietnam,10-Nov,6200,16,0.30%,0:01:40,Neutral,Promoted
Klairs,Toner KLAIRS mà anh Soanh Trần đang dùng #soanhtran #toner #klairs #klairsvietnam,@fan.soanh.lyly,5-Nov,3100,9,0.30%,0:00:18,Positive,Organic
Klairs,#xuhuong #klairsvietnam #klairsvn #klairs #viral,@changiusale,9-Nov,2100,6,0.30%,0:00:41,Neutral,Promoted
Klairs,"Toner làm dịu, cấp ẩm chuyên sâu 💜 #klairsvietnam #toner #tiktoklive #livehighlights",@klairsvietnam,13-Nov,1300,4,0.30%,0:01:23,Positive,Promoted
Klairs,Serum Cấp Ẩm Làm Dịu Chân Ái Cho Da Khô Thiếu Ẩm Nhạy Cảm #ngoctramrevieww #serumcapam #klairs #serumklairs #klairsvietn...,@ngoctramrevieww,30-Oct,346,1,0.30%,0:00:54,Neutral,Promoted
Klairs,Thử liền ik các mom ơi  #klairsvietnam #klairs #KemXanh10s #TaitaoDaThuongTon #3BrothersMedia,@hanmin.mackey,5-Nov,25100,94,0.40%,0:01:22,Neutral,Promoted
Klairs,tự tin tỏa sáng bắt nguồn từ một làn da khỏe mạnh ✨ Vy chọn Dear Klairs Rich Moist Soothing Serum vì khả năng cấp ẩm đa ...,@vythienyet93,27-Oct,20400,70,0.40%,0:00:32,Positive,Promoted
Klairs,KEM XANH 10S mua 1 nhận 3 về tay #klairs #klairsvietnam #kemxanh10s,@klairsvietnam,8-Nov,9800,27,0.40%,0:00:53,Positive,Promoted
Klairs,Combo mạnh nhất mùa đông này 🌲🎄#klairs #klairsvietnam #duongam,@klairsvietnam,10-Nov,9400,33,0.40%,0:00:38,Positive,Promoted
Klairs,Aqua cream mới nè là chân ái cho mấy bà da dầu nhớ 😤😤😤 #klairs #klairsvietnam #kemxanh10s,@ananvuxx,5-Nov,1100,3,0.40%,0:00:43,Positive,Promoted
Klairs,TIỆC DEAL XINH - SỮA RỬA MẶT SÁNG DA - Mua 1 tặng 5 Duy nhất ngày 19/11 - 21/11 #klairs #klairsvietnam #srm #tiecdealxin...,@klairsvietnam,18-Nov,890,3,0.40%,0:00:17,Positive,Promoted
Klairs,Sai lầm cơ bản khiến da khô nứt nẻ và cùng dưỡng sáng da với Yuna nhen #trending #klairs #klairsvietnam #tonerpdrn #vita...,@yuna.vukieuanh,1-Nov,856200,4500,0.50%,0:01:50,Negative,Promoted
Klairs,"✨Dear Klairs Global New Shop Open✨ Dear, Klairs Global Shop mở rồi nè!🎉 Từ serum EGF HA đến kem dưỡng sáng da PDRN - fu...",@klairs_vn,4-Nov,78700,344,0.50%,0:00:36,Positive,Promoted
Klairs,Tính ra tui xài đồ Klairs để phục hồi da từ thời đó lun rùi 🤣🤓 #klairsvietnam #klairs #KemXanh10s #TaitaoDaThuongTon,@uyenb_592,27-Oct,17600,85,0.50%,0:01:00,Positive,Promoted
Klairs,"Thiệt ra hong cần gì cầu kì lun á mấy bà, nhiu đây đủ rùi ớ #klairsvietnam #klairs #tonerquocdan #foryou #viralvideo",@linhcon.14,27-Oct,16900,73,0.50%,0:00:49,Neutral,Promoted
Klairs,Chịu khó dưỡng da đi mấy bà oii sắp tết gòiii #klairsvietnam #klairs #kemxanh10s #taitaodathuongton #3brothersmedia,@ngocchom26,5-Nov,14700,73,0.50%,0:00:47,Neutral,Promoted
Klairs,"Tiết mục skincare mỗi ngày chắc ai cũng có: làm sạch da vào mỗi cuối ngày. Không chỉ serum và kem dưỡng, sữa rửa mặt và ...",@hn.nhathaday,3-Nov,85400,509,0.60%,0:01:54,Positive,Promoted
Klairs,"""Test """"Kem Xanh 10S"""" của Klairs: Làm dịu da chỉ trong 10 giây?"" #thaotrangyeuda #klairsvietnam #klairs #kemxanh10s #3B...",@thaotrang_yeuda,30-Oct,23200,145,0.60%,0:01:10,Neutral,Promoted
Klairs,Một em Serum xứng đáng được viral hơn nữa #klairsvietnam #klairs #serumgiare #serumcapam #3BrothersMedia,@iamlinhlinhlinhh,30-Oct,22700,138,0.60%,0:00:44,Positive,Promoted
Klairs,Toner sáng da dùng siuu mê 🥰 #klairsvietnam #klairs #TonerSangdaPDRN #KlairsTonerSangda,@cobeeeranhroi,6-Nov,7700,34,0.60%,0:00:42,Positive,Promoted
Klairs,Đang có deal hot mấy bà ơi #klairs #klairsvietnam #tonerquocdan,@klairsvietnam,9-Nov,1600,8,0.60%,0:00:51,Positive,Promoted
Klairs,Chai to dùng thích quá trời #klairsvietnam#klairs#serumgiare#serumcapam#tramhetcontent,@tramxinhxan006,27-Oct,43300,303,0.70%,0:01:17,Positive,Promoted
Klairs,Đằng sau mỗi makeup look siu glowy của tui #klairsvietnam #klairs #tonerquocdan #3BrothersMedia,@tittsu00,30-Oct,30500,217,0.70%,0:01:11,Neutral,Promoted
Klairs,Hôm nay mình đi Kem dưỡng tour nhé các nàng ơii #klairs #klairsvietnam,@klairsvietnam,18-Nov,1500,8,0.70%,0:01:04,Neutral,Promoted
Klairs,Dưỡng sáng chỉ bằng 2 bước đơn giản thôi nè #SkinCare #reviewlamdep #klairs #klairsvietnam,@ngocdanthanh.777,7-Nov,703,5,0.70%,0:01:00,Positive,Promoted
Klairs,Hai mẹ con lâu lâu có dịp ngủ chung nên tranh thủ 😝 #klairsvietnam #klairs #serumgiare #serumcapam #3BrothersMedia,@a.chipchip,5-Nov,31400,219,0.80%,0:01:37,Positive,Promoted
Klairs,Hum nay mình tập dùng vitamin C nhaa #klairsvietnam #klairs #VitaminCChoDaNhayCam #5%VitaminCTinhKhiet #3BrothersMedia,@youngyoungki,28-Oct,24400,190,0.80%,0:00:43,Neutral,Promoted
Klairs,"toner quốc dân tui dùng 9 năm rồii, chưa bao giờ hết mê #klairsvietnam #klairs #TonerSangdaPDRN #KlairsTonerSangda",@un.nhy,11-Nov,10600,82,0.80%,0:00:39,Positive,Promoted
Klairs,Toner sáng da với 8000 viên nang thuần chay 🌱 #klairsvietnam #klairs #TonerSangdaPDRN #KlairsTonerSangda,@ngoclam_a,8-Nov,7400,45,0.80%,0:00:53,Positive,Promoted
Klairs,Bà nào hông kịp săn quà thì đừng tiếc nha 🥺 Sammi sẽ mang đến thêm nhiều sự kiện thú vị khác nè 🤗  #klairsvietnam #Kla...,@sammishop_official,20-Oct,4000,30,0.80%,0:00:34,Positive,Promoted
Klairs,#klairsvietnam #klairs,@camiehoang,14-Nov,2700,21,0.80%,0:01:16,Neutral,Promoted
Klairs,Chương trình thu gom đang diễn ra siêu hot tại các cửa hàng. Bà nào gần Tsuruha thì ghé liền đổi quà ngay thoii 🔥🔥#kla...,@klairsvietnam,6-Nov,11400,78,0.90%,0:00:35,Positive,Promoted
Klairs,da mỏng yếu muốn phục hopif dùng em này nha cấp mẩ da đã lắm 🥰 #klairsvietnam #dearklairs #kemduongam #midnightblue #na...,@hainamplsc209,20-Oct,542,5,0.90%,0:00:33,Positive,Promoted
Klairs,#klairs #duongda #toner #klairsvietnam #xuhuong,@klinh4129,7-Nov,337,3,0.90%,0:00:52,Neutral,Promoted
Klairs,Toner sáng da vs 8000 viên nang thuần chay#klairsvietnam#klairs#tonersangdapdrn#klairstonersangda#review,@oanhoanh980426,3-Nov,544500,5000,1.00%,0:00:55,Neutral,Promoted
Klairs,Tuýp kem dưỡng nhất định tui phải refill hoài luôn í  #kbeautyskincare  #klairs #klairsvietnam #kemxanh10s #fypシ゚,@littlemheart,24-Oct,4000,35,1.00%,0:00:16,Negative,Promoted
Klairs,Ko thể tin nổi luôn #klairsvietnam #klairs #tonersangdapdrn #klairstonersangda,@lethuylinh.203,17-Nov,518,5,1.00%,0:00:29,Neutral,Promoted
Klairs,"Toner dùng như nước lã, có thiệt dị hông 😭😭😭 #klairsvietnam #klairs #tonerquocdan #nhuwbeo #goclamdep",@chocobeo_,3-Nov,10400,113,1.10%,0:01:15,Negative,Promoted
Klairs,Nhả vía lò vi sóng cho cả nhà iu 🤣#klairs #klairsvietnam,@dundundiary,29-Oct,351500,3900,1.10%,0:02:07,Positive,Promoted
Klairs,"💛 Viên nang vitamin tan chảy trên da, cho làn da căng sáng, rạng rỡ mỗi ngày ✨ #Klairs #Klairsvietnam #SkinCare #Vitami...",@klairs_vn,30-Oct,127800,1300,1.10%,0:00:26,Positive,Promoted
Klairs,da ửng đỏ bơi vào đây đắp mask chill chill nèee #klairs #klairsvietnam #klairsmask #kbeauty #kskincare,@alice09102003,3-Nov,4100,42,1.10%,0:00:50,Neutral,Promoted
Klairs,"Mặt nạ này dùng đã thật sự!! Ai đang tìm một thương hiệu uy tín và sản phẩm có hiệu quả tốt, an toàn lành tính cho da kh...",@lyngg_247,4-Nov,557,5,1.10%,0:00:44,Positive,Promoted
Klairs,"Lên năm 3 thấy bản thân điệu hơn 1 xíu, thích makeup mỗi ngày và chăm chút từng điều nhỏ bé nhất 💕 #vievlog #vieindav #...",@vievlog_,27-Oct,20400,259,1.30%,0:01:32,Positive,Promoted
Klairs,Night routine cùng nhà Klairs 💓 #kemduong  #klairsvietnam #klairs #serumgiare #serumcapam,@dinne.bae,1-Nov,525,6,1.30%,0:00:50,Positive,Promoted
Klairs,Cùng đổi vỏ chai rỗng nhận quà và level up trái đất ngay thôi các bạn ơii #klairsvietnam #klairs #leveluptraidat,@klairsvietnam,6-Nov,4000,39,1.40%,0:00:57,Positive,Promoted
Klairs,Thức khuya để skincare ... 😭✨ | #klairsvietnam #klairs #TonerSangdaPDRN #KlairsTonerSangda,@tehatminee,7-Nov,37100,517,1.50%,0:00:46,Neutral,Organic
Klairs,#klairsvietnam #klairs #TonerSangdaPDRN #KlairsTonerSangda #TheSocialite,@thutrainghiem0,19-Nov,4400,64,1.50%,0:00:22,Neutral,Organic
Klairs,"Từng nghĩ mình không hợp kem phục hồi nào, cho tới khi gặp Klairs 🫠 #klairs #klairsvietnam #kemphuchoi #viral #fyp",@nt.ttruc,1-Nov,33600,520,1.60%,0:00:57,Negative,Promoted
Klairs,Chăm chỉ skincare đón đông thuiiii ✨✨ #klairs #klairsvietnam #klairsmask,@w0n.yeon00__,2-Nov,7800,122,1.60%,0:00:52,Positive,Promoted
Klairs,Thấy dc video này đi đắp mask liền cho t 😙🫰🏻 #xuhuong #klairs #klairsvietnam #klairsmask,@iseminah_1,21-Oct,1800,26,1.60%,0:00:27,Positive,Promoted
Klairs,Mong sếp đừng thấy video này hẹ hẹ #klairsvietnam #klairs #tonerquocdan #lthongnhung #xuhuong,@nhun.review,10-Nov,997,15,1.60%,0:00:17,Negative,Promoted
Klairs,Lâu lém mí thấy một em srm sạch tưng mà êm ru hông có bị khô da💗                                            #klairs #kl...,@bonganh69,11-Nov,564,5,1.60%,0:01:15,Positive,Organic
Klairs,"Em mask này của Klairs hơi bị đỉnh á nàng, phục hồi với làm da tui mềm mịn thích vỡi😍   #klairs #klairsvietnam #klairsm...",@_han_n,10-Nov,23300,350,1.70%,0:00:47,Positive,Promoted
Klairs,#klairsvietnam #klairs #tonerquocdan,@lddsh_2007,28-Oct,12100,200,1.70%,0:00:50,Neutral,Promoted
Klairs,cái giá phải trả là …. 😩 #dailyvlog #vulaci #klairsvietnam #klairs #VitaminCChoDaNhayCam,@uynlyy.__,7-Nov,30900,530,1.80%,0:00:59,Negative,Promoted
Klairs,Trước tui cũng z á #huowngh #klairs #klairsvietnam #klairstonerpad #klairstonepadxe,@huowngh,5-Nov,608,10,1.80%,0:00:47,Neutral,Promoted
Klairs,Chuyến đón mùa thu Hà Nội này cũng đượccc 🍂  #klairsvietnam #klairs #serumgiare #serumcapam #3BrothersMedia,@kjta.01,30-Oct,31300,557,1.90%,0:01:17,Positive,Promoted
Klairs,Toner thuần chay giúp da sáng mịn #klairsvietnam #klairs #TonerSangdaPDRN #klairstonersangda #mockyan,@mockyan_review,6-Nov,7500,117,1.90%,0:00:40,Positive,Promoted
Klairs,chưa nghĩ tới khúc này #hanhneh #klairsvietnam #klairs #KemXanh10s #TaitaoDaThuongTon,@hanhneh.bee,7-Nov,896,15,2.00%,0:00:49,Neutral,Promoted
Klairs,Đang là top 1 trong lòng tuiii 🥰🫶 #klairs#klairsvietnam#duongam#SkinCare#xh,@hamee_20,26-Oct,330,7,2.10%,0:00:32,Positive,Promoted
Klairs,Tiện thì thôi nhé luôn #linhbaeli #klairs #klairsvietnam #KlairsTonerPad #KlairsTonePadXe,@linhbaelii,29-Oct,66500,1400,2.20%,0:01:20,Positive,Promoted
Klairs,#klairs #klairsvietnam #klairsmask,@gjangsun,8-Nov,4800,103,2.20%,0:00:44,Neutral,Promoted
Klairs,Clip này hong có booking mà là review chân thật nhất để mọi người dễ mua hơn #tipsforgirls  #qkskincare  #klairs #klairs...,@met51__,7-Nov,2200,35,2.20%,0:01:35,Neutral,Promoted
Klairs,Dùng toner vẫn có thể hỗ trợ da tươi tasn và sáng hơn ? #fyp #klairsvietnam #klairs #TonerSangdaPDRN #KlairsTonerSangda,@cobetocmay_,11-Nov,1700,37,2.20%,0:00:48,Neutral,Promoted
Klairs,Toner vô thưởng vô phạt ? Chưa chắc đâu nhaaa ✨  #klairsvietnam #klairs #tonerquocdan #3BrothersMedia,@midintr,28-Oct,26800,608,2.30%,0:00:38,Neutral,Promoted
Klairs,Mấy bà check dùm tui đúng hem #klairs #klairsvietnam #tonerquocdan,@kieuoanh110923,7-Nov,1000,23,2.30%,0:00:43,Positive,Promoted
Klairs,Thử đi mấy bà ơi #fyp #maochinmn #klairs #klairsvietnam #klairsmask,@maochinmn,6-Nov,390,7,2.30%,0:00:44,Neutral,Promoted
Klairs,Đổi skincare routine lẹ đi các sốp #klairsvietnam #klairs #TonerSangdaPDRN #KlairsTonerSangda,@huongtrale,9-Nov,1700,41,2.50%,0:00:51,Neutral,Organic
Klairs,Nghỉ việc xong thì việc đầu tiên mấy bà muốn làm là gì? Còn tui thì… #trantapxinh #travel #skincare #klairs #klairsvietn...,@tran.tap.xinh,11-Nov,16400,409,2.60%,0:01:24,Neutral,Organic
Klairs,"Nếu đang có chai rỗng ở nhà, nhớ mang đi đổi sớm nha mn 🫶 #dailyvlog #klairs #klairsvietnam #LevelupTraiDat #beauty",@_emmanef_,11-Nov,3400,91,2.70%,0:01:01,Neutral,Organic
Klairs,@klairsvietnam #klairsvietnam #suaruamatdatset #klairsmaskcleanser,@_chipxing00_,11-Nov,772,20,2.70%,0:00:48,Neutral,Organic
Klairs,"Mấy bà ui tui thấy em này giảm thâm sạm tốt lắm nè, tranh thủ dưỡng thuiii sắp Tết rùi #klairsvietnam #klairs #VitaminCC...",@phanhhh4222,5-Nov,20000,554,2.80%,0:00:55,Positive,Promoted
Klairs,"Nội trợ thời hiện đại không phải là sự hy sinh mù quáng, mà nó là lối sống chỉnh chu hơn, đầu tư hơn cho sức khoẻ, sắc đ...",@mina_111999,29-Oct,54300,1500,2.90%,0:01:41,Positive,Organic
Klairs,Cả nhà thử toner sáng da pdrn của Klairs chưa? Da khoẻ glow up lắm đó 😚 #SkinCare #dearklairs #klairsvietnam #tonersang...,@enniee2000,2-Nov,8300,233,2.90%,0:01:19,Positive,Promoted
Klairs,uii gì hót thế #klairsvietnam #klairs #TonerSangdaPDRN #KlairsTonerSangda #TheSocialite,@arianieday_,19-Nov,315,9,2.90%,0:00:15,Positive,Organic
Klairs,"Ban đầu dùng vì tò mò PDRN là gì, ai ngờ dính luôn 😭  #chenguyenquynhchau  #klairsvietnam #klairs #TonerSangdaPDRN #Kla...",@quincquynhchau,11-Nov,39500,1200,3.00%,0:00:42,Neutral,Promoted
Klairs,muốn có 1 làn da căng bóng thì phải siêng dưỡng da nhaaaa~ #klairsvietnam #klairs #serumgiare #serumcapam,@yoonsullll,21-Oct,3200,94,3.00%,0:01:12,Positive,Organic
Klairs,đúm là toner quốc dân lun ắ 🤍😚 #klairsvietnam #klairs #tonerquocdan,@haongynn,6-Nov,2100,61,3.10%,0:00:55,Positive,Organic
